Order No,Order Date,Customer Name,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount Percentage,Discount Dollar,Order Total,Shipping Cost,Total
5055-1,2016/11/16,Jonathan Doherty,Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,2016/11/16,13.88,22.38,8.5,30,671.4,0.08,53.712,617.688,15.1,602.588
5055-1,2013/11/09,Liz Willingham,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths Premium Bright 1-Pary Blumk Carr Poncils,Technology,Small Box,Regular Air,2013/08/13,1.59,3.28,1.69,1,3.28,0,0,3.28,0.98,2.3
5055-1,2015/05/22,Eva Jacobs,Sydney,NSW,Home Office,Nicholas Fernandes,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2015/05/24,4.79,11.97,7.18,12,143.64,0.02,2.8728,140.7672,5.81,134.9572
5055-1,2014/02/23,Erica Hackney,Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2014/02/26,1.53,2.78,1.25,25,69.5,0.07,4.865,64.635,1.34,63.295
5055-1,2013/09/18,Fred Wasserman,Sydney,NSW,Corporate,Leighton Forrest,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2013/09/25,1.53,2.78,1.25,23,63.94,0.02,1.2788,62.6612,1.34,61.3212
5055-1,2013/04/27,Noah Childs,Sydney,NSW,Home Office,Phoebe Gour,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Technology,Large Box,Regular Air,2013/04/28,12.39,19.98,7.59,16,319.68,0,0,319.68,5.77,313.91
5055-1,2014/03/27,Miran Bettner,Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Regular Air,2014/03/04,12.39,19.98,7.59,32,639.36,0.1,63.936,575.424,5.77,569.654
5055-1,2013/04/26,Thomas Boland,Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013/04/26,4.79,11.97,7.18,39,466.83,0.08,37.3464,429.4836,5.81,423.6736
5055-1,2013/04/23,Eudokia Martin,Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013/04/25,4.79,11.97,7.18,43,514.71,0.03,15.4413,499.2687,5.81,493.4587
5055-1,2016/03/04,Christina Vanderzanden,Sydney,NSW,Home Office,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2016/03/04,3.65,5.98,2.33,12,71.76,0.1,7.176,64.584,1.49,63.094
5055-1,2013/04/27,Noah Childs,Sydney,NSW,Corporate,Phoebe Gour,High,Smiths Premium Bright 1-Part Envelopes,Office Supplies,Small Box,Regular Air,2013/04/28,2.25,3.69,1.44,29,107.01,0.03,3.2103,103.7997,2.5,101.2997
5056-1,2014/07/05,Grant Carroll,Sydney,NSW,Consumer,Aanya Zhang,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,2014/09/05,1.09,1.82,0.73,2,3.64,0.03,0.1092,3.5308,1,2.5308
5056-1,2014/02/24,Chad McGuire,Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 474 Labels,Furniture,Large Box,Regular Air,2014/02/25,1.84,2.88,1.04,2,5.76,0.07,0.4032,5.3568,0.99,4.3668
5058-1,2017/02/02,Cindy Chapman,Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Small Pack,Regular Air,2017/04/02,13.64,20.98,7.34,49,1028.02,0.07,71.9614,956.0586,1.49,954.5686
5058-1,2013/04/20,Laura Armstrong,Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2013/04/22,3.52,5.68,2.16,33,187.44,0.04,7.4976,179.9424,1.39,178.5524
5059-1,2015/08/04,Carol Triggs,Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2015/09/04,3.32,5.18,1.86,7,36.26,0.07,2.5382,33.7218,2.04,31.6818
5059-1,2013/03/26,Mick Brown,Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,2013/03/28,3.32,5.18,1.86,8,41.44,0.09,3.7296,37.7104,2.04,35.6704
5059-1,2014/04/04,Jesus Ocampo,Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2014/05/04,2.29,3.69,1.4,47,173.43,0.03,5.2029,168.2271,0.5,167.7271
5059-1,2015/05/29,Cindy Schnelling,Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2015/05/31,5.33,8.6,3.27,32,275.2,0.03,8.256,266.944,6.19,260.754
5059-1,2014/03/05,Christy Brittain,Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan 477 Labels,Technology,Medium Box,Regular Air,2014/05/05,3.14,4.91,1.77,25,122.75,0.05,6.1375,116.6125,0.5,116.1125
5059-1,2013/04/28,Barry Weirich,Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2013/04/28,6.39,19.98,13.59,45,899.1,0.04,35.964,863.136,4,859.136
5059-1,2015/06/27,Arianne Irving,Melbourne,VIC,Consumer,Connor Betts,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,2015/06/27,2.29,3.58,1.29,37,132.46,0.06,7.9476,124.5124,1.63,122.8824
5059-1,2013/08/12,Larry Tron,Sydney,NSW,Home Office,Tina Carlton,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2013/08/12,4.46,10.89,6.43,10,108.9,0.01,1.089,107.811,4.5,103.311
5059-1,2015/06/24,Beth Paige,Sydney,NSW,Home Office,Tina Carlton,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2015/06/25,1.84,2.88,1.04,37,106.56,0.04,4.2624,102.2976,0.99,101.3076
5059-1,2015/03/02,Carlos Soltero,Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2015/02/15,1.92,3.26,1.34,35,114.1,0.03,3.423,110.677,1.86,108.817
5059-2,2015/01/20,Saphhira Shifley,Sydney,NSW,Corporate,Preston Senome,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2015/01/21,3.32,5.18,1.86,41,212.38,0.08,16.9904,195.3896,2.04,193.3496
5060-1,2013/04/27,Noah Childs,Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,2013/04/28,1.18,1.88,0.7,42,78.96,0,0,78.96,1.49,77.47
5060-1,2013/05/05,Dave Kipp,Melbourne,VIC,Home Office,Yvette Biti,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2013/10/05,10.07,15.98,5.91,50,799,0.09,71.91,727.09,4,723.09
5060-1,2015/06/27,Lauren Leatherbury,Sydney,NSW,Corporate,Nicholas Fernandes,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015/06/29,2.31,3.78,1.47,38,143.64,0.06,8.6184,135.0216,0.71,134.3116
5062-1,2013/04/30,Pamela Stobb,Sydney,NSW,Consumer,Leighton Forrest,Low,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2013/02/05,10.07,15.98,5.91,31,495.38,0,0,495.38,4,491.38
5062-1,2015/04/03,Tracy Poddar,Sydney,NSW,Home Office,Charlie Bui,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015/06/03,1.6,2.62,1.02,25,65.5,0.1,6.55,58.95,0.8,58.15
5063-1,2014/02/15,Yana Sorensen,Sydney,NSW,Home Office,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014/02/20,4.53,7.3,2.77,37,270.1,0.04,10.804,259.296,7.72,251.576
5064-1,2013/02/05,Nat Carroll,Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2013/03/05,5.33,8.6,3.27,23,197.8,0.05,9.89,187.91,6.19,181.72
5064-1,2013/02/05,Dan Campbell,Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,2013/02/05,36.02,58.1,22.08,9,522.9,0.03,15.687,507.213,1.49,505.723
5064-1,2015/08/14,Jiner Carlon,Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2015/08/15,5.33,8.6,3.27,13,111.8,0.02,2.236,109.564,6.19,103.374
5064-1,2013/11/10,Stephanie Ulpright,Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2013/12/10,2.74,4.49,1.75,38,170.62,0.09,15.3558,155.2642,1.49,153.7742
5064-1,2013/02/05,Nat Carroll,Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Arch Ring Binders,Technology,Jumbo Drum,Delivery Truck,2013/03/05,36.02,58.1,22.08,15,871.5,0.04,34.86,836.64,1.49,835.15
5064-1,2013/02/05,Grant Carroll,Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013/03/05,1.94,3.08,1.14,19,58.52,0.1,5.852,52.668,0.99,51.678
5065-1,2013/06/20,Giulietta Dortch,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013/06/22,1.84,2.88,1.04,2,5.76,0.07,0.4032,5.3568,0.99,4.3668
5066-1,2013/02/05,Troy Staebel,Sydney,NSW,Consumer,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,2013/03/05,16.85,27.18,10.33,26,706.68,0.08,56.5344,650.1456,8.33,641.8156
5068-1,2013/07/30,Panelope Sewall,Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Smiths Standard Envelopes,Technology,Small Pack,Express Air,2013/07/31,3.52,5.68,2.16,8,45.44,0.1,4.544,40.896,1.39,39.506
5068-1,2013/03/05,Christina Vanderzanden,Sydney,NSW,Consumer,Tina Carlton,Medium,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2013/03/05,8.82,20.99,12.17,12,251.88,0,0,251.88,4.81,247.07
5069-1,2013/11/02,Biman Radorston,Sydney,NSW,Small Business,Mihael Khan,High,Smiths Paper Clips,Office Supplies,Small Box,Regular Air,2013/12/02,1.53,2.47,0.94,42,103.74,0.05,5.187,98.553,1.02,97.533
5070-1,2014/10/29,Mike Gockenbach,Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2014/10/21,3.52,5.68,2.16,29,164.72,0.03,4.9416,159.7784,1.39,158.3884
5070-1,2013/07/30,Corinna Mitchell,Sydney,NSW,Small Business,Nicholas Fernandes,High,Aluminum Document Frame,Technology,Small Box,Express Air,2013/07/31,5.5,12.22,6.72,27,329.94,0.1,32.994,296.946,2.85,294.096
5071-1,2013/07/05,Grant Carroll,Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013/09/05,2.45,3.89,1.44,5,19.45,0.07,1.3615,18.0885,7.01,11.0785
5071-1,2013/04/10,Carlos Daly,Sydney,NSW,Consumer,Charlie Bui,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,2013/05/10,2.87,6.84,3.97,43,294.12,0.06,17.6472,276.4728,4.42,272.0528
5071-1,2014/04/04,Jesus Ocampo,Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,2014/05/04,2.25,3.69,1.44,25,92.25,0.1,9.225,83.025,2.5,80.525
5071-1,2015/07/18,Susan Vittorini,Melbourne,VIC,Consumer,Yvette Biti,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2015/07/20,3.4,5.4,2,47,253.8,0.03,7.614,246.186,7.78,238.406
5072-1,2014/08/06,John Lee,Melbourne,VIC,Small Business,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2014/10/06,2.18,3.52,1.34,18,63.36,0.01,0.6336,62.7264,6.83,55.8964
5075-1,2013/05/05,Dave Kipp,Melbourne,VIC,Small Business,Yvette Biti,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2013/10/05,10.07,15.98,5.91,49,783.02,0.05,39.151,743.869,4,739.869
5075-1,2013/05/05,Christopher Schild,Sydney,NSW,Home Office,Tina Carlton,High,TechSavi Access Keyboard,Technology,Medium Box,Regular Air,2013/06/05,10.07,15.98,5.91,7,111.86,0.03,3.3558,108.5042,4,104.5042
5076-1,2013/01/08,Cynthia Arntzen,Sydney,NSW,Consumer,Tina Carlton,Low,Smiths File Caddy,Office Supplies,Wrap Bag,Regular Air,2013/02/08,4.03,9.38,5.35,23,215.74,0.09,19.4166,196.3234,7.28,189.0434
5076-1,2013/11/09,Pauline Webber,Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2013/09/21,3.52,5.68,2.16,33,187.44,0.08,14.9952,172.4448,1.39,171.0548
5076-1,2013/07/03,Sean ODonnell,Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,2013/10/03,1.19,1.98,0.79,43,85.14,0.01,0.8514,84.2886,4.77,79.5186
5077-1,2013/03/26,Mick Brown,Sydney,NSW,Corporate,Mihael Khan,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013/03/28,2.5,5.68,3.18,46,261.28,0.04,10.4512,250.8288,3.6,247.2288
5078-1,2013/05/31,Rick Duston,Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013/05/31,3.42,8.34,4.92,44,366.96,0.07,25.6872,341.2728,2.64,338.6328
5078-1,2014/12/27,Todd Boyes,Sydney,NSW,Home Office,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2014/12/29,3.52,5.68,2.16,16,90.88,0.1,9.088,81.792,1.39,80.402
5079-1,2014/05/19,Vicky Freymann,Sydney,NSW,Corporate,Samantha Chairs,High,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2014/05/19,1.09,2.6,1.51,10,26,0.04,1.04,24.96,2.4,22.56
5079-1,2014/01/14,Fred Wasserman,Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014/01/17,2.26,3.58,1.32,4,14.32,0.09,1.2888,13.0312,5.47,7.5612
5080-1,2015/01/05,Chad McGuire,Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2015/02/05,2.26,3.58,1.32,42,150.36,0.06,9.0216,141.3384,5.47,135.8684
5083-1,2013/05/14,Eudokia Martin,Melbourne,VIC,Corporate,Connor Betts,Low,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013/05/15,54.52,100.97,46.45,42,4240.74,0.01,42.4074,4198.3326,7.18,4191.1526
5083-1,2013/10/05,Thomas Boland,Sydney,NSW,Home Office,Mihael Khan,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013/11/05,54.52,100.97,46.45,34,3432.98,0.07,240.3086,3192.6714,7.18,3185.4914
5083-1,2014/03/02,Mathew Reese,Sydney,NSW,Corporate,Nicholas Fernandes,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014/04/02,54.52,100.97,46.45,23,2322.31,0.07,162.5617,2159.7483,7.18,2152.5683
5083-1,2013/06/18,Beth Thompson,Sydney,NSW,Corporate,Mihael Khan,High,Binder Posts,Technology,Jumbo Drum,Delivery Truck,2013/06/20,3.5,5.74,2.24,13,74.62,0.04,2.9848,71.6352,5.01,66.6252
5084-1,2013/05/13,Alex Russell,Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2013/05/15,2.52,4,1.48,35,140,0.04,5.6,134.4,1.3,133.1
5084-1,2013/05/13,Alex Russell,Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2013/05/15,2.52,4,1.48,36,144,0.03,4.32,139.68,1.3,138.38
5086-1,2015/06/05,Michelle Lonsdale,Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Smiths Colored Bar Computer Paper,Office Supplies,Wrap Bag,Regular Air,2015/08/05,21.97,35.44,13.47,40,1417.6,0.03,42.528,1375.072,4.92,1370.152
5086-1,2013/05/14,Sean ODonnell,Melbourne,VIC,Home Office,Yvette Biti,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2013/05/15,13.88,22.38,8.5,48,1074.24,0.1,107.424,966.816,15.1,951.716
5087-1,2013/05/14,Scot Wooten,Sydney,NSW,Corporate,Nicholas Fernandes,Medium,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,2013/05/16,21.56,36.55,14.99,16,584.8,0.1,58.48,526.32,13.89,512.43
5087-1,2016/10/05,Roy Collins,Sydney,NSW,Consumer,Natasha Song,High,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2016/12/05,156.5,300.97,144.47,42,12640.74,0,0,12640.74,7.18,12633.56
5088-1,2015/05/18,Sibella Parks,Melbourne,VIC,Small Business,Connor Betts,Critical,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2015/05/18,10.07,15.98,5.91,23,367.54,0.02,7.3508,360.1892,4,356.1892
5089-1,2014/07/25,Philip Brown,Melbourne,VIC,Home Office,Yvette Biti,Medium,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014/07/27,156.5,300.97,144.47,48,14446.56,0.04,577.8624,13868.6976,7.18,13861.5176
5089-1,2015/10/08,Nora Price,Sydney,NSW,Corporate,Preston Senome,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2015/08/13,4.46,10.89,6.43,21,228.69,0.06,13.7214,214.9686,4.5,210.4686
5090-1,2015/04/02,David Smith,Sydney,NSW,Corporate,Mihael Khan,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2015/06/02,54.29,90.48,36.19,24,2171.52,0.05,108.576,2062.944,19.99,2042.954
5091-1,2014/01/14,Fred Wasserman,Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Steady Major Accent Highlighters,Technology,Large Box,Regular Air,2014/01/17,3.75,7.08,3.33,29,205.32,0,0,205.32,2.35,202.97
5091-1,2013/10/05,Roy Collins,Sydney,NSW,Corporate,Natasha Song,High,Unpadded Memo Slips,Office Supplies,Small Box,Regular Air,2013/05/22,2.59,3.98,1.39,36,143.28,0.05,7.164,136.116,2.97,133.146
5092-1,2013/02/26,Natalie Webber,Sydney,NSW,Home Office,Phoebe Gour,High,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2013/02/26,3.84,6.3,2.46,38,239.4,0.04,9.576,229.824,0.5,229.324
5093-1,2013/11/02,Alex Russell,Melbourne,VIC,Small Business,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2013/12/02,3.75,7.08,3.33,39,276.12,0.03,8.2836,267.8364,2.35,265.4864
5093-1,2015/01/20,Saphhira Shifley,Sydney,NSW,Home Office,Preston Senome,High,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2015/01/21,3.32,5.18,1.86,22,113.96,0.07,7.9772,105.9828,2.04,103.9428
5094-1,2013/06/21,Giulietta Dortch,Melbourne,VIC,Corporate,Connor Betts,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2013/06/23,4.79,11.97,7.18,16,191.52,0.1,19.152,172.368,5.81,166.558
5095-1,2013/07/24,Karl Brown,Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2013/07/26,1.84,2.88,1.04,35,100.8,0.06,6.048,94.752,0.99,93.762
5095-1,2013/05/20,Roy Skaria,Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Aluminum Document Frame,Office Supplies,Small Pack,Express Air,2013/05/21,5.5,12.22,6.72,30,366.6,0.03,10.998,355.602,2.85,352.752
5095-1,2013/05/20,Roy Skaria,Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,2013/05/21,5.5,12.22,6.72,8,97.76,0.07,6.8432,90.9168,2.85,88.0668
5095-1,2013/05/20,Roy Skaria,Sydney,NSW,Corporate,Samantha Chairs,Medium,Aluminum Document Frame,Office Supplies,Small Pack,Regular Air,2013/05/21,5.5,12.22,6.72,8,97.76,0.03,2.9328,94.8272,2.85,91.9772
5095-1,2013/05/20,Roy Skaria,Sydney,NSW,Corporate,Samantha Chairs,Medium,Aluminum Document Frame,Office Supplies,Wrap Bag,Regular Air,2013/05/21,5.5,12.22,6.72,35,427.7,0.06,25.662,402.038,2.85,399.188
5097-1,2013/05/20,Brad Eason,Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2013/05/22,13.64,20.98,7.34,19,398.62,0.1,39.862,358.758,1.49,357.268
5099-1,2014/05/17,Deborah Brumfield,Sydney,NSW,Small Business,Samantha Chairs,Low,TychSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2014/05/18,10.07,15.98,5.91,31,495.38,0.07,34.6766,460.7034,4,456.7034
5100-1,2013/05/19,Thomas Boland,Sydney,NSW,Consumer,Mihael Khan,High,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,2013/05/20,11.11,19.84,8.73,40,793.6,0.03,23.808,769.792,4.1,765.692
5101-1,2013/08/30,Nancy Lomonaco,Sydney,NSW,Corporate,Mihael Khan,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,2013/01/09,16.85,27.18,10.33,50,1359,0.08,108.72,1250.28,8.23,1242.05
5101-1,2013/05/22,Thais Sissman,Sydney,NSW,Consumer,Tina Carlton,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,2013/05/23,4.59,7.28,2.69,9,65.52,0.09,5.8968,59.6232,11.15,48.4732
5103-1,2013/03/30,Justin Knight,Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,2013/03/31,2.59,3.98,1.39,38,151.24,0.07,10.5868,140.6532,2.97,137.6832
5104-1,2015/01/22,Bill Donatelli,Sydney,NSW,Corporate,Phoebe Gour,Medium,Alto Keyboard-In-A-Box,Office Supplies,Wrap Bag,Regular Air,2015/01/24,6.4,29.1,22.7,17,494.7,0.09,44.523,450.177,4,446.177
5104-1,2014/11/16,Monica Federle,Sydney,NSW,Home Office,Charlie Bui,Not Specified,Alto Keyboard-In-A-Box,Office Supplies,Wrap Bag,Regular Air,2014/11/20,6.4,29.1,22.7,45,1309.5,0.08,104.76,1204.74,4,1200.74
5105-1,2016/08/12,Amy Hunt,Melbourne,VIC,Corporate,Yvette Biti,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,2016/10/12,178.83,415.88,237.05,24,9981.12,0.03,299.4336,9681.6864,11.37,9670.3164
5105-1,2013/05/10,Neil Knudson,Sydney,NSW,Small Business,Tina Carlton,Low,Artisan Printable Repositionable Plastic Tabs,Technology,Jumbo Drum,Delivery Truck,2013/07/10,5.33,8.6,3.27,18,154.8,0.09,13.932,140.868,6.19,134.678
5105-1,2013/09/05,Thea Hudgings,Melbourne,VIC,Home Office,Connor Betts,High,Artisan 474 Labels,Technology,Small Box,Regular Air,2013/11/05,1.84,2.88,1.04,37,106.56,0.1,10.656,95.904,0.99,94.914
5106-1,2013/05/26,Denny Ordway,Sydney,NSW,Corporate,Aanya Zhang,Critical,Artisan Printable Repositionable Plastic Tabs,Technology,Small Box,Regular Air,2013/05/26,5.33,8.6,3.27,48,412.8,0.04,16.512,396.288,6.19,390.098
5106-1,2014/04/09,Cyma Kinney,Sydney,NSW,Small Business,Phoebe Gour,High,TechSavi Cordless Navigator Duo,Office Supplies,Small Box,Regular Air,2014/03/09,42.11,80.98,38.87,29,2348.42,0.03,70.4526,2277.9674,7.18,2270.7874
5107-1,2013/07/29,Nick Zandusky,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2013/07/30,5.33,8.6,3.27,42,361.2,0.1,36.12,325.08,6.19,318.89
5108-1,2014/06/29,William Brown,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2014/06/30,1.05,1.95,0.9,1,1.95,0,0,1.95,1.63,0.32
5108-1,2014/10/17,Sam Craven,Melbourne,VIC,Consumer,Connor Betts,High,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,2014/10/19,1.76,3.38,1.62,49,165.62,0.08,13.2496,152.3704,0.85,151.5204
5108-1,2013/03/16,Christina Vanderzanden,Sydney,NSW,Corporate,Tina Carlton,High,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Regular Air,2013/03/20,3.47,6.68,3.21,23,153.64,0.02,3.0728,150.5672,1.5,149.0672
